# time(s), cam_used[0], cam_used[1], cam_used[2], cam_used[3], cam_rows[0], cam_rows[1], cam_rows[2], cam_rows[3], cam_sol[0][0], cam_sol[0][1], cam_sol[0][2], cam_sol[0][3], cam_sol[0][4], cam_sol[0][5], cam_sol[0][6], cam_sol[1][0], cam_sol[1][1], cam_sol[1][2], cam_sol[1][3], cam_sol[1][4], cam_sol[1][5], cam_sol[1][6], cam_sol[2][0], cam_sol[2][1], cam_sol[2][2], cam_sol[2][3], cam_sol[2][4], cam_sol[2][5], cam_sol[2][6], cam_sol[3][0], cam_sol[3][1], cam_sol[3][2], cam_sol[3][3], cam_sol[3][4], cam_sol[3][5], cam_sol[3][6], cam_rot_std[0], cam_trans_std[0], cam_rot_std[1], cam_trans_std[1], cam_rot_std[2], cam_trans_std[2], cam_rot_std[3], cam_trans_std[3], total_rot_std, total_trans_std, level0_avg_total_rows, rot_max_eig_post, trans_max_eig_post, median_patch_count
1649856238.491770506, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002363, 0.000007303, -0.000002350, 0.000030009, -0.000013067, -0.000001211, 0.000646217, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000000170, 0.000000735, 0.0, 0.0, 0.000000170, 0.000000735, 6.000000000, 0.000002625, 0.000005053, 0.000000000
1649856238.541767359, 0, 1, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002363, 0.000007303, -0.000002350, 0.000030009, -0.000013067, -0.000001211, 0.000646217, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.000000170, 0.000000735, 0.0, 0.0, 0.0, 0.0, 0.000000170, 0.000000735, 0.000000000, 0.000002722, 0.000005146, 0.000000000
1649856238.591764212, 1, 0, 0, 1, 0, 0, 0, 0, -0.000009143, -0.000056219, 0.000005313, -0.000049420, 0.000064841, 0.000076153, 0.006102642, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000371, 0.000000567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000371, 0.000000567, 9.000000000, 0.000002779, 0.000005088, 0.000000000
1649856238.616762638, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000009143, -0.000056219, 0.000005313, -0.000049420, 0.000064841, 0.000076153, 0.006102642, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000371, 0.000000567, 0.000000371, 0.000000567, 0.000000000, 0.000002443, 0.000004286, 0.000000000
1649856238.641761065, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000009143, -0.000056219, 0.000005313, -0.000049420, 0.000064841, 0.000076153, 0.006102642, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000371, 0.000000567, 0.000000371, 0.000000567, 0.000000000, 0.000002212, 0.000003527, 0.000000000
1649856238.691757917, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000002579, -0.000000248, 0.000005926, -0.000012577, 0.000010509, -0.000002285, 0.000109787, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000000122, 0.000000185, 0.0, 0.0, 0.000000122, 0.000000185, 6.000000000, 0.000002438, 0.000003964, 0.000000000
1649856238.716756344, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000002579, -0.000000248, 0.000005926, -0.000012577, 0.000010509, -0.000002285, 0.000109787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000122, 0.000000185, 0.000000122, 0.000000185, 0.000000000, 0.000002205, 0.000003606, 0.000000000
1649856238.741755009, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000002579, -0.000000248, 0.000005926, -0.000012577, 0.000010509, -0.000002285, 0.000109787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000122, 0.000000185, 0.000000122, 0.000000185, 0.000000000, 0.000002097, 0.000003382, 0.000000000
1649856238.791751862, 1, 0, 0, 1, 0, 0, 0, 0, -0.000003277, -0.000070874, 0.000015780, -0.000039065, 0.000061713, 0.000069443, 0.007279264, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000326, 0.000000379, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000326, 0.000000379, 10.000000000, 0.000002323, 0.000003783, 0.000000000
1649856238.816750288, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000003277, -0.000070874, 0.000015780, -0.000039065, 0.000061713, 0.000069443, 0.007279264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000326, 0.000000379, 0.000000326, 0.000000379, 0.000000000, 0.000002125, 0.000003439, 0.000000000
1649856238.841748714, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000003277, -0.000070874, 0.000015780, -0.000039065, 0.000061713, 0.000069443, 0.007279264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000326, 0.000000379, 0.000000326, 0.000000379, 0.000000000, 0.000002018, 0.000003235, 0.000000000
1649856238.891745567, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000003646, 0.000000332, 0.000009111, -0.000013996, 0.000012997, -0.000004502, 0.000332417, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000000223, 0.000000253, 0.0, 0.0, 0.000000223, 0.000000253, 7.000000000, 0.000002306, 0.000003849, 0.000000000
1649856238.941742420, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000003644, -0.000001415, 0.000009073, -0.000016250, 0.000015767, -0.000001331, 0.000022483, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000000218, 0.000000276, 0.0, 0.0, 0.000000218, 0.000000276, 7.000000000, 0.000002450, 0.000004376, 0.000000000
1649856238.991739273, 1, 0, 0, 1, 0, 0, 0, 0, -0.000004480, -0.000094883, 0.000014589, -0.000045280, 0.000081865, 0.000104351, 0.006405271, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000404, 0.000000508, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000404, 0.000000508, 9.000000000, 0.000002535, 0.000004631, 0.000000000
1649856239.016737700, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000004480, -0.000094883, 0.000014589, -0.000045280, 0.000081865, 0.000104351, 0.006405271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000404, 0.000000508, 0.000000404, 0.000000508, 0.000000000, 0.000002278, 0.000004075, 0.000000000
1649856239.041736364, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000004480, -0.000094883, 0.000014589, -0.000045280, 0.000081865, 0.000104351, 0.006405271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000404, 0.000000508, 0.000000404, 0.000000508, 0.000000000, 0.000002114, 0.000003606, 0.000000000
1649856239.091733217, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000003406, 0.000002431, 0.000006495, -0.000011278, 0.000009113, -0.000004170, 0.000204442, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000000181, 0.000000229, 0.0, 0.0, 0.000000181, 0.000000229, 6.000000000, 0.000002328, 0.000004083, 0.000000000
1649856239.141730070, 1, 0, 0, 1, 0, 0, 0, 0, -0.000001603, -0.000065115, 0.000013009, -0.000029252, 0.000049216, 0.000064513, 0.006041416, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000401, 0.000000526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000401, 0.000000526, 9.000000000, 0.000002442, 0.000004399, 0.000000000
1649856239.166728497, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000001603, -0.000065115, 0.000013009, -0.000029252, 0.000049216, 0.000064513, 0.006041416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000401, 0.000000526, 0.000000401, 0.000000526, 0.000000000, 0.000002189, 0.000003897, 0.000000000
1649856239.191726923, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000001603, -0.000065115, 0.000013009, -0.000029252, 0.000049216, 0.000064513, 0.006041416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000401, 0.000000526, 0.000000401, 0.000000526, 0.000000000, 0.000002080, 0.000003593, 0.000000000
1649856239.216725349, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000001603, -0.000065115, 0.000013009, -0.000029252, 0.000049216, 0.000064513, 0.006041416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000401, 0.000000526, 0.000000401, 0.000000526, 0.000000000, 0.000002007, 0.000003396, 0.000000000
1649856239.241723776, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000001603, -0.000065115, 0.000013009, -0.000029252, 0.000049216, 0.000064513, 0.006041416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000401, 0.000000526, 0.000000401, 0.000000526, 0.000000000, 0.000001939, 0.000003131, 0.000000000
1649856239.291720867, 1, 0, 0, 1, 0, 0, 0, 0, 0.000003351, -0.000062126, 0.000010219, -0.000019943, 0.000026840, 0.000048643, 0.004897215, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000387, 0.000000433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000387, 0.000000433, 9.000000000, 0.000002319, 0.000003648, 0.000000000
1649856239.341717720, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000002904, 0.000002874, 0.000004079, -0.000008194, 0.000006576, -0.000003852, 0.000093159, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000000183, 0.000000226, 0.0, 0.0, 0.000000183, 0.000000226, 5.000000000, 0.000002502, 0.000004224, 0.000000000
1649856239.366716146, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000002904, 0.000002874, 0.000004079, -0.000008194, 0.000006576, -0.000003852, 0.000093159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000183, 0.000000226, 0.000000183, 0.000000226, 0.000000000, 0.000002252, 0.000003912, 0.000000000
1649856239.441711426, 0, 1, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000476, -0.000002324, 0.000000813, -0.000004148, 0.000001311, 0.000002130, 0.000233316, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.000000095, 0.000000149, 0.0, 0.0, 0.0, 0.0, 0.000000095, 0.000000149, 4.000000000, 0.000002748, 0.000005273, 0.000000000
1649856239.491708279, 1, 0, 0, 1, 0, 0, 0, 0, -0.000007941, -0.000065056, 0.000004496, -0.000040294, 0.000059463, 0.000081638, 0.004646110, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000387, 0.000000592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000387, 0.000000592, 8.000000000, 0.000002619, 0.000005104, 0.000000000
1649856239.541705132, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000001806, 0.000000634, -0.000001210, 0.000002922, -0.000007127, -0.000000636, 0.000302902, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000000099, 0.000000170, 0.0, 0.0, 0.000000099, 0.000000170, 4.000000000, 0.000002586, 0.000005210, 0.000000000
1649856239.591702223, 1, 0, 0, 1, 0, 0, 0, 0, -0.000008113, -0.000061630, 0.000003131, -0.000040360, 0.000051442, 0.000083543, 0.004538475, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000381, 0.000000625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000381, 0.000000625, 9.000000000, 0.000002583, 0.000005096, 0.000000000
1649856239.641699076, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000001105, -0.000000555, -0.000000647, 0.000002065, -0.000004316, 0.000000483, 0.000251540, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000000104, 0.000000186, 0.0, 0.0, 0.000000104, 0.000000186, 3.000000000, 0.000002552, 0.000005174, 0.000000000
1649856239.691695929, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000020513, -0.000058646, 0.000034195, -0.000208005, 0.000151851, 0.000074309, -0.000000963, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000001260, 0.000004771, 0.0, 0.0, 0.000001260, 0.000004771, 5.000000000, 0.000002525, 0.000005104, 0.000000000
1649856239.716694355, 0, 0, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000020513, -0.000058646, 0.000034195, -0.000208005, 0.000151851, 0.000074309, -0.000000963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000001260, 0.000004771, 0.000001260, 0.000004771, 0.000000000, 0.000002174, 0.000004344, 0.000000000
1649856239.766691208, 1, 0, 0, 1, 0, 0, 0, 0, 0.000007956, -0.000073583, 0.000015638, -0.000049986, 0.000062713, 0.000053187, 0.007341443, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000378, 0.000000383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000378, 0.000000383, 8.000000000, 0.000001926, 0.000001745, 0.000000000
1649856239.816688061, 1, 0, 0, 1, 0, 0, 0, 0, 0.000004517, -0.000030772, 0.000007825, -0.000017924, 0.000020404, 0.000016215, 0.003088784, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000277, 0.000000222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000277, 0.000000222, 7.000000000, 0.000001867, 0.000001491, 0.000000000
1649856239.866684914, 0, 0, 1, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, -0.000029055, 0.000016739, 0.000027837, -0.000022365, 0.000022413, -0.000002268, -0.000075307, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.0, 0.0, 0.000001305, 0.000000726, 0.0, 0.0, 0.000001305, 0.000000726, 7.000000000, 0.000001843, 0.000001427, 0.000000000
1649856239.916682005, 1, 0, 0, 1, 0, 0, 0, 0, 0.000002670, -0.000026490, 0.000008897, -0.000015554, 0.000019131, 0.000012961, 0.003376266, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000249, 0.000000154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000000249, 0.000000154, 9.000000000, 0.000001828, 0.000001409, 0.000000000
1649856239.966678858, 0, 1, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002670, -0.000026490, 0.000008897, -0.000015554, 0.000019131, 0.000012961, 0.003376266, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.000000249, 0.000000154, 0.0, 0.0, 0.0, 0.0, 0.000000249, 0.000000154, 0.000000000, 0.000001799, 0.000001405, 0.000000000
1649856240.016675711, 0, 1, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002670, -0.000026490, 0.000008897, -0.000015554, 0.000019131, 0.000012961, 0.003376266, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.000000249, 0.000000154, 0.0, 0.0, 0.0, 0.0, 0.000000249, 0.000000154, 0.000000000, 0.000002040, 0.000001425, 0.000000000
1649856240.066672564, 0, 1, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002670, -0.000026490, 0.000008897, -0.000015554, 0.000019131, 0.000012961, 0.003376266, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.000000249, 0.000000154, 0.0, 0.0, 0.0, 0.0, 0.000000249, 0.000000154, 0.000000000, 0.000002132, 0.000001438, 0.000000000
1649856240.116669416, 0, 1, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002670, -0.000026490, 0.000008897, -0.000015554, 0.000019131, 0.000012961, 0.003376266, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.000000249, 0.000000154, 0.0, 0.0, 0.0, 0.0, 0.000000249, 0.000000154, 0.000000000, 0.000002309, 0.000001470, 0.000000000
1649856240.166666269, 0, 1, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002670, -0.000026490, 0.000008897, -0.000015554, 0.000019131, 0.000012961, 0.003376266, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.000000249, 0.000000154, 0.0, 0.0, 0.0, 0.0, 0.000000249, 0.000000154, 0.000000000, 0.000002389, 0.000001489, 0.000000000
1649856240.216663122, 0, 1, 0, 1, 0, 0, 0, 0, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000002670, -0.000026490, 0.000008897, -0.000015554, 0.000019131, 0.000012961, 0.003376266, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000, 0.0, 0.0, 0.000000249, 0.000000154, 0.0, 0.0, 0.0, 0.0, 0.000000249, 0.000000154, 0.000000000, 0.000002311, 0.000001502, 0.000000000
